,0,1,2,3,4
381,0,0,0,0,0
382,0,0,0,0,0
383,0,0,0,0,0
384,0,0,0,0,0
385,0,0,0,0,0
386,0,0,0,0,0
387,0,0,0,0,0
388,0,0,0,0,0
389,0,0,0,0,0
390,0,0,0,0,0
391,0,0,0,0,0
392,0,0,0,0,0
393,0,0,0,0,0
394,0,0,0,0,0
395,0,0,0,0,0
396,0,0,0,0,0
397,0,0,0,0,0
398,0,0,0,0,0
399,0,0,0,0,0
400,0,0,0,0,0
401,0,0,0,0,0
402,0,0,0,0,0
403,0,0,0,0,0
404,0,0,0,0,0
405,0,0,0,0,0
406,0,0,0,0,0
407,0,0,0,0,0
408,0,0,0,0,0
409,0,0,0,0,0
410,0,0,0,0,0
411,0,0,0,0,0
412,0,0,0,0,0
413,0,0,0,0,0
414,0,0,0,0,0
415,0,0,0,0,0
416,0,0,0,0,0
417,0,0,0,0,0
418,0,0,0,0,0
419,0,0,0,0,0
420,0,0,0,0,0
421,0,0,0,0,0
422,0,0,0,0,0
423,0,0,0,0,0
424,0,0,0,0,0
425,0,0,0,0,0
426,0,0,0,0,0
427,0,0,0,0,0
428,0,0,0,0,0
429,0,0,0,0,0
430,0,0,0,0,0
431,0,0,0,0,0
432,0,0,0,0,0
433,0,0,0,0,0
434,0,0,0,0,0
435,0,0,0,0,0
436,0,0,0,0,0
437,0,0,0,0,0
438,0,0,0,0,0
439,0,0,0,0,0
440,0,0,0,0,0
441,0,0,0,0,0
442,0,0,0,0,0
443,0,0,0,0,0
444,0,0,0,0,0
445,0,0,0,0,0
446,0,0,0,0,0
447,0,0,0,0,0
448,0,0,0,0,0
449,0,0,0,0,0
450,0,0,0,0,0
451,0,0,0,0,0
452,0,0,0,0,0
453,0,0,0,0,0
454,0,0,0,0,0
455,0,0,0,0,0
456,0,0,0,0,0
457,0,0,0,0,0
458,0,0,0,0,0
459,0,0,0,0,0
460,0,0,0,0,0
461,0,0,0,0,0
462,0,0,0,0,0
463,0,0,0,0,0
464,0,0,0,0,0
465,0,0,0,0,0
466,0,0,0,0,0
467,0,0,0,0,0
468,0,0,0,0,0
469,0,0,0,0,0
470,0,0,0,0,0
471,0,0,0,0,0
472,0,0,0,0,0
473,0,0,0,0,0
474,0,0,0,0,0
475,0,0,0,0,0
476,0,0,0,0,0
477,0,0,0,0,0
478,0,0,0,0,0
479,0,0,0,0,0
480,0,0,0,0,0
481,0,0,0,0,0
482,0,0,0,0,0
483,1,0,0,0,0
484,1,0,0,0,0
485,1,0,0,0,0
486,1,0,0,0,0
487,1,0,0,0,0
488,1,0,0,0,0
489,1,0,0,0,0
490,1,0,0,0,0
491,1,0,0,0,0
492,1,0,0,0,0
493,1,0,0,0,0
494,1,0,0,0,0
495,1,0,0,0,0
496,1,0,0,0,0
497,1,0,0,0,0
498,1,0,0,0,0
499,1,0,0,0,0
500,1,0,0,0,0
501,1,0,0,0,0
502,1,0,0,0,0
503,1,0,0,0,0
504,1,0,0,0,0
505,1,0,0,0,0
506,1,0,0,0,0
507,1,0,0,0,0
508,1,0,0,0,0
509,1,0,0,0,0
510,1,0,0,0,0
511,1,0,0,0,0
512,1,0,0,0,0
513,1,0,0,0,0
514,1,0,0,0,0
515,1,0,0,0,0
516,1,0,0,0,0
517,1,0,0,0,0
518,1,0,0,0,0
519,1,0,0,0,0
520,1,0,0,0,0
521,1,0,0,0,0
522,1,0,0,0,0
523,1,0,0,0,0
524,1,0,0,0,0
525,1,0,0,0,0
526,1,0,0,0,0
527,1,0,0,0,0
528,1,0,0,0,0
529,1,0,0,0,0
530,1,0,0,0,0
531,1,0,0,0,0
532,1,0,0,0,0
533,1,0,0,0,0
534,1,0,0,0,0
535,1,0,0,0,0
536,1,0,0,0,0
537,1,0,0,0,0
538,1,0,0,0,0
539,1,0,0,0,0
540,1,0,0,0,0
541,1,0,0,0,0
542,1,0,0,0,0
543,1,0,0,0,0
544,1,0,0,0,0
545,1,0,0,0,0
546,1,0,0,0,0
547,1,0,0,0,0
548,1,0,0,0,0
549,1,0,0,0,0
550,1,0,0,0,0
551,1,0,0,0,0
552,1,0,0,0,0
553,1,0,0,0,0
554,1,0,0,0,0
555,1,0,0,0,0
556,1,0,0,0,0
557,1,0,0,0,0
558,1,0,0,0,0
559,1,0,0,0,0
560,1,0,0,0,0
561,1,0,0,0,0
562,1,0,0,0,0
563,1,0,0,0,0
564,1,0,0,0,0
565,1,0,0,0,0
566,1,0,0,0,0
567,1,0,0,0,0
568,1,0,0,0,0
569,1,0,0,0,0
570,1,0,0,0,0
571,1,0,0,0,0
572,1,0,0,0,0
573,1,0,0,0,0
574,1,0,0,0,0
575,1,0,0,0,0
576,1,0,0,0,0
577,1,0,0,0,0
578,1,0,0,0,0
579,1,0,0,0,0
580,1,0,0,0,0
581,1,0,0,0,0
582,1,0,0,0,0
583,1,0,0,0,0
584,1,0,0,0,0
585,1,0,0,0,0
586,1,0,0,0,0
587,1,0,0,0,0
588,1,0,0,0,0
589,1,0,0,0,0
590,1,0,0,0,0
591,1,0,0,0,0
592,1,0,0,0,0
593,1,0,0,0,0
594,1,0,0,0,0
595,1,0,0,0,0
596,1,0,0,0,0
597,1,0,0,0,0
598,1,0,0,0,0
599,1,0,0,0,0
600,1,0,0,0,0
601,1,0,0,0,0
602,1,0,0,0,0
603,1,0,0,0,0
604,1,0,0,0,0
605,1,0,0,0,0
606,1,0,0,0,0
607,1,0,0,0,0
608,1,0,0,0,0
609,1,0,0,0,0
610,1,0,0,0,0
611,1,0,0,0,0
612,1,0,0,0,0
613,1,0,0,0,0
614,1,0,0,0,0
615,1,0,0,0,0
616,1,0,0,0,0
617,1,0,0,0,0
618,1,0,0,0,0
619,1,0,0,0,0
620,1,0,0,0,0
621,1,0,0,0,0
622,1,0,0,0,0
623,1,0,0,0,0
624,1,0,0,0,0
625,1,0,0,0,0
626,1,0,0,0,0
627,1,0,0,0,0
628,1,0,0,0,0
629,1,0,0,0,0
630,1,0,0,0,0
631,1,0,0,0,0
632,1,0,0,0,0
633,1,0,0,0,0
634,1,0,0,0,0
635,1,0,0,0,0
636,1,0,0,0,0
637,1,0,0,0,0
638,1,0,0,0,0
639,1,0,0,0,0
640,1,0,0,0,0
641,1,0,0,0,0
642,1,0,0,0,0
643,1,0,0,0,0
644,1,0,0,0,0
645,1,0,0,0,0
646,1,0,0,0,0
647,1,0,0,0,0
648,1,0,0,0,0
649,1,0,0,0,0
650,1,0,0,0,0
651,1,0,0,0,0
652,1,0,0,0,0
653,1,0,0,0,0
654,1,0,0,0,0
655,1,0,0,0,0
656,1,0,0,0,0
657,1,0,0,0,0
658,1,0,0,0,0
659,1,0,0,0,0
660,1,0,0,0,0
661,1,0,0,0,0
662,1,0,0,0,0
663,1,0,0,0,0
664,1,0,0,0,0
665,1,0,0,0,0
666,1,0,0,0,0
667,1,0,0,0,0
668,1,0,0,0,0
669,1,0,0,0,0
670,1,0,0,0,0
671,1,0,0,0,0
672,1,0,0,0,0
673,1,0,0,0,0
674,1,0,0,0,0
675,1,0,0,0,0
676,1,0,0,0,0
677,1,0,0,0,0
678,1,0,0,0,0
679,1,0,0,0,0
680,1,0,0,0,0
681,1,0,0,0,0
682,1,0,0,0,0
683,1,0,0,0,0
684,1,0,0,0,0
685,1,0,0,0,0
686,1,0,0,0,0
687,1,0,0,0,0
688,1,0,0,0,0
689,1,0,0,0,0
690,1,0,0,0,0
691,1,0,0,0,0
692,1,0,0,0,0
693,1,0,0,0,0
694,1,0,0,0,0
695,1,0,0,0,0
696,1,0,0,0,0
697,1,0,0,0,0
698,1,0,0,0,0
699,1,0,0,0,0
700,1,0,0,0,0
701,1,0,0,0,0
702,1,0,0,0,0
703,1,0,0,0,0
704,1,0,0,0,0
705,1,0,0,0,0
706,1,0,0,0,0
707,1,0,0,0,0
708,1,0,0,0,0
709,1,0,0,0,0
710,1,0,0,0,0
711,1,0,0,0,0
712,1,0,0,0,0
713,1,0,0,0,0
714,1,0,0,0,0
715,1,0,0,0,0
716,1,0,0,0,0
717,1,0,0,0,0
718,1,0,0,0,0
719,1,0,0,0,0
720,1,0,0,0,0
721,1,0,0,0,0
722,1,0,0,0,0
723,1,0,0,0,0
724,1,0,0,0,0
725,1,0,0,0,0
726,1,0,0,0,0
727,1,0,0,0,0
728,1,0,0,0,0
729,1,0,0,0,0
730,1,0,0,0,0
731,1,0,0,0,0
732,1,0,0,0,0
733,1,0,0,0,0
734,1,0,0,0,0
735,1,0,0,0,0
736,1,0,0,0,0
737,1,0,0,0,0
738,1,0,0,0,0
739,1,0,0,0,0
740,1,0,0,0,0
741,1,0,0,0,0
742,1,0,0,0,0
743,1,0,0,0,0
744,1,0,0,0,0
745,1,0,0,0,0
746,1,0,0,0,0
747,1,0,0,0,0
748,1,0,0,0,0
749,1,0,0,0,0
750,1,0,0,0,0
751,1,0,0,0,0
752,1,0,0,0,0
753,1,0,0,0,0
754,1,0,0,0,0
755,1,0,0,0,0
756,1,0,0,0,0
757,1,0,0,0,0
758,1,0,0,0,0
759,1,0,0,0,0
760,1,0,0,0,0
761,1,0,0,0,0
762,1,0,0,0,0
763,1,0,0,0,0
764,1,0,0,0,0
765,1,0,0,0,0
766,1,0,0,0,0
767,1,0,0,0,0
768,1,0,0,0,0
769,1,0,0,0,0
770,1,0,0,0,0
771,1,0,0,0,0
772,1,0,0,0,0
773,1,0,0,0,0
774,1,0,0,0,0
775,1,0,0,0,0
776,2,0,0,0,0
777,2,0,0,0,0
778,2,0,0,0,0
779,2,0,0,0,0
780,2,0,0,0,0
781,2,0,0,0,0
782,2,0,0,0,0
783,2,0,0,0,0
784,2,0,0,0,0
785,2,0,0,0,0
786,2,0,0,0,0
787,2,0,0,0,0
788,2,0,0,0,0
789,2,0,0,0,0
790,2,0,0,0,0
791,2,0,0,0,0
792,2,0,0,0,0
793,2,0,0,0,0
794,2,0,0,0,0
795,2,0,0,0,0
796,2,0,0,0,0
797,2,0,0,0,0
798,2,0,0,0,0
799,2,0,0,0,0
800,2,0,0,0,0
801,2,0,0,0,0
802,2,0,0,0,0
803,2,0,0,0,0
804,2,0,0,0,0
805,2,0,0,0,0
806,2,0,0,0,0
807,2,0,0,0,0
808,2,0,0,0,0
809,2,0,0,0,0
810,2,0,0,0,0
811,2,0,0,0,0
812,2,0,0,0,0
813,2,0,0,0,0
814,2,0,0,0,0
815,2,0,0,0,0
816,2,0,0,0,0
817,2,0,0,0,0
818,2,0,0,0,0
819,2,0,0,0,0
820,2,0,0,0,0
821,2,0,0,0,0
822,2,0,0,0,0
823,2,0,0,0,0
824,2,0,0,0,0
825,2,0,0,0,0
826,2,0,0,0,0
827,2,0,0,0,0
828,2,0,0,0,0
829,2,0,0,0,0
830,2,0,0,0,0
831,2,0,0,0,0
832,2,0,0,0,0
833,2,0,0,0,0
834,2,0,0,0,0
835,2,0,0,0,0
836,2,0,0,0,0
837,2,0,0,0,0
838,2,0,0,0,0
839,2,0,0,0,0
840,2,0,0,0,0
841,2,0,0,0,0
842,2,0,0,0,0
843,2,0,0,0,0
844,2,0,0,0,0
845,2,0,0,0,0
846,2,0,0,0,0
847,2,0,0,0,0
848,2,0,0,0,0
849,2,0,0,0,0
850,2,0,0,0,0
851,2,0,0,0,0
852,2,0,0,0,0
853,2,0,0,0,0
854,2,0,0,0,0
855,2,0,0,0,0
856,2,0,0,0,0
857,2,0,0,0,0
858,2,0,0,0,0
859,2,0,0,0,0
860,2,0,0,0,0
861,2,0,0,0,0
862,2,0,0,0,0
863,2,0,0,0,0
864,2,0,0,0,0
865,2,0,0,0,0
866,2,0,0,0,0
867,2,0,0,0,0
868,2,0,0,0,0
869,2,0,0,0,0
870,2,0,0,0,0
871,2,0,0,0,0
872,2,0,0,0,0
873,2,0,0,0,0
874,2,0,0,0,0
875,2,0,0,0,0
876,2,0,0,0,0
877,2,0,0,0,0
878,2,0,0,0,0
879,2,0,0,0,0
880,2,0,0,0,0
881,2,0,0,0,0
882,2,0,0,0,0
883,2,0,0,0,0
884,2,0,0,0,0
885,2,0,0,0,0
886,2,0,0,0,0
887,2,0,0,0,0
888,2,0,0,0,0
889,2,0,0,0,0
890,2,0,0,0,0
891,2,0,0,0,0
892,2,0,0,0,0
893,2,0,0,0,0
894,2,0,0,0,0
895,2,0,0,0,0
896,2,0,0,0,0
897,2,0,0,0,0
898,2,0,0,0,0
899,2,0,0,0,0
900,2,0,0,0,0
901,2,0,0,0,0
902,2,0,0,0,0
903,2,0,0,0,0
904,2,0,0,0,0
905,2,0,0,0,0
906,2,0,0,0,0
907,2,0,0,0,0
908,2,0,0,0,0
909,2,0,0,0,0
910,2,0,0,0,0
911,2,0,0,0,0
912,2,0,0,0,0
913,2,0,0,0,0
914,2,0,0,0,0
915,2,0,0,0,0
916,2,0,0,0,0
917,2,0,0,0,0
918,2,0,0,0,0
919,2,0,0,0,0
920,2,0,0,0,0
921,2,0,0,0,0
922,2,0,0,0,0
923,2,0,0,0,0
924,2,0,0,0,0
925,2,0,0,0,0
926,2,0,0,0,0
927,2,0,0,0,0
928,2,0,0,0,0
929,2,0,0,0,0
930,2,0,0,0,0
931,2,0,0,0,0
932,2,0,0,0,0
933,2,0,0,0,0
934,2,0,0,0,0
935,2,0,0,0,0
936,2,0,0,0,0
937,2,0,0,0,0
938,2,0,0,0,0
939,2,0,0,0,0
940,2,0,0,0,0
941,2,0,0,0,0
942,2,0,0,0,0
943,2,0,0,0,0
944,2,0,0,0,0
945,2,0,0,0,0
946,2,0,0,0,0
947,2,0,0,0,0
948,2,0,0,0,0
949,2,0,0,0,0
950,2,0,0,0,0
951,2,0,0,0,0
952,2,0,0,0,0
953,2,0,0,0,0
954,2,0,0,0,0
955,2,0,0,0,0
956,2,0,0,0,0
957,2,0,0,0,0
958,2,0,0,0,0
959,2,0,0,0,0
960,2,0,0,0,0
961,2,0,0,0,0
962,2,0,0,0,0
963,2,0,0,0,0
964,2,0,0,0,0
965,2,0,0,0,0
966,2,0,0,0,0
967,2,0,0,0,0
968,2,0,0,0,0
969,2,0,0,0,0
970,2,0,0,0,0
971,2,0,0,0,0
972,2,0,0,0,0
973,2,0,0,0,0
974,2,0,0,0,0
975,2,0,0,0,0
976,2,0,0,0,0
977,2,0,0,0,0
978,2,0,0,0,0
979,2,0,0,0,0
980,2,0,0,0,0
981,2,0,0,0,0
982,2,0,0,0,0
983,2,0,0,0,0
984,2,0,0,0,0
985,2,0,0,0,0
986,2,0,0,0,0
987,2,0,0,0,0
988,2,0,0,0,0
989,2,0,0,0,0
990,2,0,0,0,0
991,2,0,0,0,0
992,2,0,0,0,0
993,2,0,0,0,0
994,2,0,0,0,0
995,2,0,0,0,0
996,2,0,0,0,0
997,2,0,0,0,0
998,2,0,0,0,0
999,2,0,0,0,0
1000,2,0,0,0,0
1001,2,0,0,0,0
1002,2,0,0,0,0
1003,2,0,0,0,0
1004,2,0,0,0,0
1005,2,0,0,0,0
1006,2,0,0,0,0
1007,2,0,0,0,0
1008,2,0,0,0,0
1009,2,0,0,0,0
1010,2,0,0,0,0
1011,2,0,0,0,0
1012,2,0,0,0,0
1013,2,0,0,0,0
1014,2,0,0,0,0
1015,2,0,0,0,0
1016,2,0,0,0,0
1017,2,0,0,0,0
1018,2,0,0,0,0
1019,2,0,0,0,0
1020,2,0,0,0,0
1021,2,0,0,0,0
1022,2,0,0,0,0
1023,2,0,0,0,0
1024,2,0,0,0,0
1025,2,0,0,0,0
1026,2,0,0,0,0
1027,2,0,0,0,0
1028,2,0,0,0,0
1029,2,0,0,0,0
1030,2,0,0,0,0
1031,2,0,0,0,0
1032,2,0,0,0,0
1033,2,0,0,0,0
1034,2,0,0,0,0
1035,2,0,0,0,0
1036,2,0,0,0,0
1037,2,0,0,0,0
1038,2,0,0,0,0
1039,2,0,0,0,0
1040,2,0,0,0,0
1041,2,0,0,0,0
1042,2,0,0,0,0
1043,2,0,0,0,0
1044,2,0,0,0,0
1045,2,0,0,0,0
1046,2,0,0,0,0
1047,2,0,0,0,0
1048,2,0,0,0,0
1049,2,0,0,0,0
1050,2,0,0,0,0
1051,2,0,0,0,0
1052,2,0,0,0,0
1053,2,0,0,0,0
1054,2,0,0,0,0
1055,2,0,0,0,0
1056,2,0,0,0,0
1057,2,0,0,0,0
1058,2,0,0,0,0
1059,2,0,0,0,0
1060,2,0,0,0,0
1061,2,0,0,0,0
1062,2,0,0,0,0
1063,2,0,0,0,0
1064,2,0,0,0,0
1065,2,0,0,0,0
1066,2,0,0,0,0
1067,2,0,0,0,0
1068,2,0,0,0,0
1069,2,0,0,0,0
1070,2,0,0,0,0
1071,2,0,0,0,0
1072,2,0,0,0,0
1073,2,0,0,0,0
1074,2,0,0,0,0
1075,2,0,0,0,0
1076,2,0,0,0,0
1077,2,0,0,0,0
1078,2,0,0,0,0
1079,2,0,0,0,0
1080,2,0,0,0,0
1081,2,0,0,0,0
1082,2,0,0,0,0
1083,2,0,0,0,0
1084,2,0,0,0,0
1085,2,0,0,0,0
1086,2,0,0,0,0
1087,2,0,0,0,0
1088,2,0,0,0,0
1089,2,0,0,0,0
1090,2,0,0,0,0
1091,2,0,0,0,0
1092,2,0,0,0,0
1093,2,0,0,0,0
1094,2,0,0,0,0
1095,2,0,0,0,0
1096,2,0,0,0,0
1097,2,0,0,0,0
1098,2,0,0,0,0
1099,2,0,0,0,0
1100,2,0,0,0,0
1101,2,0,0,0,0
1102,2,0,0,0,0
1103,2,0,0,0,0
1104,2,0,0,0,0
1105,2,0,0,0,0
1106,2,0,0,0,0
1107,2,0,0,0,0
1108,2,0,0,0,0
1109,2,0,0,0,0
1110,2,0,0,0,0
1111,2,0,0,0,0
1112,2,0,0,0,0
1113,2,0,0,0,0
1114,2,0,0,0,0
1115,2,0,0,0,0
1116,2,0,0,0,0
1117,2,0,0,0,0
1118,2,0,0,0,0
1119,2,0,0,0,0
1120,2,0,0,0,0
1121,2,0,0,0,0
1122,2,0,0,0,0
1123,2,0,0,0,0
1124,2,0,0,0,0
1125,2,0,0,0,0
1126,2,0,0,0,0
1127,2,0,0,0,0
1128,2,0,0,0,0
1129,2,0,0,0,0
1130,2,0,0,0,0
1131,2,0,0,0,0
1132,2,0,0,0,0
1133,2,0,0,0,0
1134,2,0,0,0,0
1135,2,0,0,0,0
1136,2,0,0,0,0
1137,2,0,0,0,0
1138,2,0,0,0,0
1139,2,0,0,0,0
1140,2,0,0,0,0
1141,2,0,0,0,0
1142,2,0,0,0,0
1143,2,0,0,0,0
1144,2,0,0,0,0
1145,2,0,0,0,0
1146,2,0,0,0,0
1147,2,0,0,0,0
1148,2,0,0,0,0
1149,2,0,0,0,0
1150,2,0,0,0,0
1151,2,0,0,0,0
